PAOC_label,SEX_label,PINCP,MARHYP,PAP
Females with own children 6 to 17 years only,Female,0,2003,0
Females with own children under 6 years and 6 to 17 years,Female,0,2003,0
Females with own children 6 to 17 years only,Female,0,2003,0
Females with own children under 6 years only,Female,0,2003,0
Females with own children under 6 years and 6 to 17 years,Female,0,2003,0
Females with own children under 6 years and 6 to 17 years,Female,0,2003,0
Females with own children under 6 years and 6 to 17 years,Female,588000,2004,0
Females with own children 6 to 17 years only,Female,521000,2004,0
Females with own children 6 to 17 years only,Female,300000,2004,0
Females with own children under 6 years and 6 to 17 years,Female,243000,2004,0
Females with own children under 6 years and 6 to 17 years,Female,220000,2004,0
Females with own children 6 to 17 years only,Female,214000,2004,0
Females with own children 6 to 17 years only,Female,210150,2004,0
Females with own children 6 to 17 years only,Female,200700,2004,0
Females with own children under 6 years only,Female,200000,2004,0
Females with own children under 6 years only,Female,164800,2004,0
Females with own children 6 to 17 years only,Female,158600,2004,0
Females with own children under 6 years and 6 to 17 years,Female,130000,2004,0
Females with own children 6 to 17 years only,Female,128000,2004,0
Females with own children 6 to 17 years only,Female,125000,2004,0
Females with own children 6 to 17 years only,Female,124000,2004,0
Females with own children 6 to 17 years only,Female,122500,2004,0
Females with own children 6 to 17 years only,Female,122400,2004,0
Females with own children 6 to 17 years only,Female,120000,2004,0
Females with own children under 6 years and 6 to 17 years,Female,120000,2004,0
Females with own children 6 to 17 years only,Female,115000,2004,0
Females with own children 6 to 17 years only,Female,110000,2004,0
Females with own children 6 to 17 years only,Female,110000,2004,0
Females with own children 6 to 17 years only,Female,105000,2004,0
Females with own children 6 to 17 years only,Female,105000,2004,0
Females with own children 6 to 17 years only,Female,102000,2004,0
Females with own children 6 to 17 years only,Female,100000,2004,0
Females with own children 6 to 17 years only,Female,100000,2004,0
Females with own children 6 to 17 years only,Female,100000,2004,0
Females with own children 6 to 17 years only,Female,100000,2004,0
Females with own children 6 to 17 years only,Female,99000,2004,0
Females with own children 6 to 17 years only,Female,99000,2004,0
Females with own children 6 to 17 years only,Female,97000,2004,0
Females with own children under 6 years and 6 to 17 years,Female,97000,2004,0
Females with own children 6 to 17 years only,Female,95000,2004,0
Females with own children 6 to 17 years only,Female,95000,2004,0
Females with own children 6 to 17 years only,Female,93000,2004,0
Females with own children 6 to 17 years only,Female,93000,2004,0
Females with own children under 6 years and 6 to 17 years,Female,91000,2004,0
Females with own children 6 to 17 years only,Female,90600,2004,0
Females with own children 6 to 17 years only,Female,90040,2004,0
Females with own children 6 to 17 years only,Female,88000,2004,0
Females with own children 6 to 17 years only,Female,87000,2004,0
Females with own children 6 to 17 years only,Female,85200,2004,0
Females with own children under 6 years only,Female,83000,2004,0
Females with own children 6 to 17 years only,Female,80000,2004,0
Females with own children under 6 years and 6 to 17 years,Female,80000,2004,0
Females with own children 6 to 17 years only,Female,80000,2004,0
Females with own children 6 to 17 years only,Female,79000,2004,9000
Females with own children 6 to 17 years only,Female,78700,2004,0
Females with own children 6 to 17 years only,Female,78000,2004,0
Females with own children 6 to 17 years only,Female,76000,2004,0
Females with own children 6 to 17 years only,Female,75300,2004,0
Females with own children 6 to 17 years only,Female,75000,2004,0
Females with own children under 6 years and 6 to 17 years,Female,74000,2004,0
Females with own children 6 to 17 years only,Female,73000,2004,0
Females with own children 6 to 17 years only,Female,73000,2004,0
Females with own children under 6 years and 6 to 17 years,Female,72000,2004,0
Females with own children 6 to 17 years only,Female,72000,2004,0
Females with own children 6 to 17 years only,Female,70000,2004,0
Females with own children 6 to 17 years only,Female,67000,2004,0
Females with own children 6 to 17 years only,Female,67000,2004,0
Females with own children under 6 years and 6 to 17 years,Female,67000,2004,0
Females with own children 6 to 17 years only,Female,65000,2004,0
Females with own children 6 to 17 years only,Female,64000,2004,0
Females with own children 6 to 17 years only,Female,63000,2004,0
Females with own children 6 to 17 years only,Female,63000,2004,0
Females with own children 6 to 17 years only,Female,62000,2004,0
Females with own children 6 to 17 years only,Female,61800,2004,0
Females with own children 6 to 17 years only,Female,61000,2004,0
Females with own children 6 to 17 years only,Female,60000,2004,0
Females with own children 6 to 17 years only,Female,60000,2004,0
Females with own children under 6 years only,Female,60000,2004,0
Females with own children 6 to 17 years only,Female,59000,2004,0
Females with own children 6 to 17 years only,Female,58800,2004,0
Females with own children under 6 years and 6 to 17 years,Female,55000,2004,0
Females with own children under 6 years only,Female,54000,2004,0
Females with own children under 6 years only,Female,52800,2004,0
Females with own children under 6 years and 6 to 17 years,Female,52000,2004,0
Females with own children 6 to 17 years only,Female,52000,2004,0
Females with own children 6 to 17 years only,Female,52000,2004,0
Females with own children 6 to 17 years only,Female,51300,2004,0
Females with own children under 6 years and 6 to 17 years,Female,51100,2004,0
Females with own children 6 to 17 years only,Female,50000,2004,0
Females with own children 6 to 17 years only,Female,50000,2004,0
Females with own children 6 to 17 years only,Female,50000,2004,0
Females with own children under 6 years only,Female,50000,2004,0
Females with own children 6 to 17 years only,Female,50000,2004,0
Females with own children under 6 years and 6 to 17 years,Female,50000,2004,0
Females with own children under 6 years only,Female,50000,2004,0
Females with own children under 6 years and 6 to 17 years,Female,50000,2004,0
Females with own children 6 to 17 years only,Female,49200,2004,3000
Females with own children 6 to 17 years only,Female,48000,2004,0
Females with own children 6 to 17 years only,Female,47600,2004,0
Females with own children 6 to 17 years only,Female,47500,2004,0
Females with own children 6 to 17 years only,Female,46200,2004,0
Females with own children 6 to 17 years only,Female,45200,2004,0
Females with own children 6 to 17 years only,Female,45000,2004,0
Females with own children under 6 years only,Female,45000,2004,0
Females with own children 6 to 17 years only,Female,45000,2004,0
Females with own children 6 to 17 years only,Female,43290,2004,0
Females with own children 6 to 17 years only,Female,40000,2004,0
Females with own children 6 to 17 years only,Female,40000,2004,0
Females with own children 6 to 17 years only,Female,40000,2004,0
Females with own children 6 to 17 years only,Female,40000,2004,0
Females with own children 6 to 17 years only,Female,40000,2004,0
Females with own children 6 to 17 years only,Female,40000,2004,0
Females with own children under 6 years and 6 to 17 years,Female,39900,2004,0
Females with own children 6 to 17 years only,Female,39000,2004,0
Females with own children 6 to 17 years only,Female,38800,2004,0
Females with own children 6 to 17 years only,Female,38430,2004,0
Females with own children 6 to 17 years only,Female,38300,2004,0
Females with own children 6 to 17 years only,Female,38000,2004,0
Females with own children 6 to 17 years only,Female,38000,2004,0
Females with own children 6 to 17 years only,Female,37500,2004,0
Females with own children 6 to 17 years only,Female,37400,2004,0
Females with own children under 6 years and 6 to 17 years,Female,36000,2004,0
Females with own children under 6 years only,Female,36000,2004,0
Females with own children 6 to 17 years only,Female,36000,2004,0
Females with own children 6 to 17 years only,Female,36000,2004,0
Females with own children under 6 years only,Female,35500,2004,0
Females with own children 6 to 17 years only,Female,35000,2004,0
Females with own children 6 to 17 years only,Female,35000,2004,0
Females with own children 6 to 17 years only,Female,34000,2004,0
Females with own children 6 to 17 years only,Female,33000,2004,0
Females with own children 6 to 17 years only,Female,33000,2004,0
Females with own children 6 to 17 years only,Female,32000,2004,0
Females with own children 6 to 17 years only,Female,32000,2004,0
Females with own children 6 to 17 years only,Female,31100,2004,0
Females with own children 6 to 17 years only,Female,30400,2004,0
Females with own children 6 to 17 years only,Female,30000,2004,0
Females with own children 6 to 17 years only,Female,30000,2004,0
Females with own children 6 to 17 years only,Female,30000,2004,0
Females with own children under 6 years and 6 to 17 years,Female,30000,2004,0
Females with own children 6 to 17 years only,Female,29800,2004,0
Females with own children 6 to 17 years only,Female,28000,2004,0
Females with own children 6 to 17 years only,Female,28000,2004,0
Females with own children 6 to 17 years only,Female,26000,2004,0
Females with own children 6 to 17 years only,Female,25150,2004,0
Females with own children under 6 years and 6 to 17 years,Female,24000,2004,0
Females with own children 6 to 17 years only,Female,24000,2004,0
Females with own children 6 to 17 years only,Female,23700,2004,0
Females with own children 6 to 17 years only,Female,23400,2004,0
Females with own children 6 to 17 years only,Female,22500,2004,0
Females with own children 6 to 17 years only,Female,22000,2004,0
Females with own children 6 to 17 years only,Female,22000,2004,0
Females with own children 6 to 17 years only,Female,21000,2004,0
Females with own children 6 to 17 years only,Female,20000,2004,0
Females with own children 6 to 17 years only,Female,20000,2004,0
Females with own children 6 to 17 years only,Female,20000,2004,0
Females with own children 6 to 17 years only,Female,20000,2004,0
Females with own children 6 to 17 years only,Female,19500,2004,0
Females with own children 6 to 17 years only,Female,19000,2004,0
Females with own children 6 to 17 years only,Female,19000,2004,0
Females with own children under 6 years and 6 to 17 years,Female,17500,2004,0
Females with own children 6 to 17 years only,Female,17200,2004,7800
Females with own children 6 to 17 years only,Female,17020,2004,20
Females with own children under 6 years only,Female,16000,2004,0
Females with own children 6 to 17 years only,Female,16000,2004,0
Females with own children 6 to 17 years only,Female,16000,2004,0
Females with own children 6 to 17 years only,Female,15300,2004,0
Females with own children under 6 years and 6 to 17 years,Female,15000,2004,0
Females with own children 6 to 17 years only,Female,15000,2004,0
Females with own children 6 to 17 years only,Female,15000,2004,0
Females with own children 6 to 17 years only,Female,13500,2004,2500
Females with own children 6 to 17 years only,Female,12700,2004,0
Females with own children 6 to 17 years only,Female,12600,2004,0
Females with own children under 6 years and 6 to 17 years,Female,12100,2004,0
Females with own children 6 to 17 years only,Female,11200,2004,0
Females with own children 6 to 17 years only,Female,11200,2004,0
Females with own children 6 to 17 years only,Female,10700,2004,4200
Females with own children 6 to 17 years only,Female,10400,2004,0
Females with own children under 6 years and 6 to 17 years,Female,10000,2004,0
Females with own children 6 to 17 years only,Female,10000,2004,0
Females with own children 6 to 17 years only,Female,10000,2004,0
Females with own children 6 to 17 years only,Female,10000,2004,0
Females with own children 6 to 17 years only,Female,10000,2004,0
Females with own children under 6 years and 6 to 17 years,Female,9000,2004,0
Females with own children 6 to 17 years only,Female,8000,2004,0
Females with own children under 6 years only,Female,8000,2004,0
Females with own children 6 to 17 years only,Female,8000,2004,0
Females with own children 6 to 17 years only,Female,7500,2004,0
Females with own children 6 to 17 years only,Female,7200,2004,0
Females with own children 6 to 17 years only,Female,7000,2004,0
Females with own children 6 to 17 years only,Female,7000,2004,0
Females with own children 6 to 17 years only,Female,6500,2004,0
Females with own children under 6 years and 6 to 17 years,Female,6000,2004,0
Females with own children 6 to 17 years only,Female,5600,2004,0
Females with own children under 6 years and 6 to 17 years,Female,5400,2004,0
Females with own children under 6 years and 6 to 17 years,Female,5200,2004,0
Females with own children under 6 years only,Female,5000,2004,0
Females with own children under 6 years and 6 to 17 years,Female,5000,2004,0
Females with own children 6 to 17 years only,Female,4400,2004,0
Females with own children under 6 years and 6 to 17 years,Female,4400,2004,0
Females with own children 6 to 17 years only,Female,4000,2004,0
Females with own children 6 to 17 years only,Female,3510,2004,0
Females with own children under 6 years only,Female,3400,2004,0
Females with own children 6 to 17 years only,Female,3000,2004,0
Females with own children 6 to 17 years only,Female,3000,2004,0
Females with own children 6 to 17 years only,Female,3000,2004,0
Females with own children 6 to 17 years only,Female,2800,2004,2800
Females with own children under 6 years and 6 to 17 years,Female,2800,2004,0
Females with own children under 6 years and 6 to 17 years,Female,2400,2004,0
Females with own children 6 to 17 years only,Female,1700,2004,0
Females with own children 6 to 17 years only,Female,1500,2004,0
Females with own children under 6 years and 6 to 17 years,Female,1000,2004,0
Females with own children 6 to 17 years only,Female,980,2004,0
Females with own children under 6 years and 6 to 17 years,Female,600,2004,0
Females with own children 6 to 17 years only,Female,500,2004,0
Females with own children under 6 years and 6 to 17 years,Female,460,2004,0
Females with own children under 6 years and 6 to 17 years,Female,140,2004,0
Females with own children 6 to 17 years only,Female,0,2004,0
Females with own children under 6 years and 6 to 17 years,Female,0,2004,0
Females with own children 6 to 17 years only,Female,0,2004,0
Females with own children 6 to 17 years only,Female,0,2004,0
Females with own children under 6 years and 6 to 17 years,Female,0,2004,0
Females with own children 6 to 17 years only,Female,0,2004,0
Females with own children 6 to 17 years only,Female,0,2004,0
Females with own children 6 to 17 years only,Female,0,2004,0
Females with own children 6 to 17 years only,Female,0,2004,0
Females with own children 6 to 17 years only,Female,0,2004,0
Females with own children under 6 years and 6 to 17 years,Female,0,2004,0
Females with own children 6 to 17 years only,Female,0,2004,0
Females with own children 6 to 17 years only,Female,0,2004,0
Females with own children under 6 years and 6 to 17 years,Female,0,2004,0
Females with own children 6 to 17 years only,Female,0,2004,0
Females with own children under 6 years and 6 to 17 years,Female,0,2004,0
Females with own children under 6 years and 6 to 17 years,Female,0,2004,0
Females with own children 6 to 17 years only,Female,0,2004,0
Females with own children under 6 years only,Female,0,2004,0
Females with own children under 6 years and 6 to 17 years,Female,0,2004,0
Females with own children 6 to 17 years only,Female,0,2004,0
Females with own children 6 to 17 years only,Female,0,2004,0
Females with own children under 6 years and 6 to 17 years,Female,0,2004,0
Females with own children under 6 years only,Female,0,2004,0
Females with own children under 6 years and 6 to 17 years,Female,0,2004,0
Females with own children 6 to 17 years only,Female,0,2004,0
Females with own children 6 to 17 years only,Female,0,2004,0
Females with own children under 6 years and 6 to 17 years,Female,0,2004,0
Females with own children 6 to 17 years only,Female,0,2004,0
Females with own children under 6 years and 6 to 17 years,Female,0,2004,0
Females with own children under 6 years and 6 to 17 years,Female,0,2004,0
Females with own children 6 to 17 years only,Female,0,2004,0
Females with own children 6 to 17 years only,Female,0,2004,0
Females with own children 6 to 17 years only,Female,0,2004,0
Females with own children 6 to 17 years only,Female,0,2004,0
Females with own children under 6 years and 6 to 17 years,Female,0,2004,0
Females with own children under 6 years and 6 to 17 years,Female,0,2004,0
Females with own children under 6 years and 6 to 17 years,Female,0,2004,0
Females with own children under 6 years and 6 to 17 years,Female,0,2004,0
Females with own children 6 to 17 years only,Female,0,2004,0
Females with own children 6 to 17 years only,Female,0,2004,0
Females with own children under 6 years only,Female,0,2004,0
Females with own children under 6 years and 6 to 17 years,Female,0,2004,0
Females with own children under 6 years and 6 to 17 years,Female,0,2004,0
Females with own children 6 to 17 years only,Female,-1400,2004,0
Females with own children 6 to 17 years only,Female,-6000,2004,0
Females with own children under 6 years only,Female,-6000,2004,0
Females with own children 6 to 17 years only,Female,575000,2005,0
Females with own children 6 to 17 years only,Female,521000,2005,0
Females with own children 6 to 17 years only,Female,298600,2005,0
Females with own children 6 to 17 years only,Female,250000,2005,0
Females with own children 6 to 17 years only,Female,245000,2005,0
Females with own children 6 to 17 years only,Female,214000,2005,0
Females with own children under 6 years only,Female,175000,2005,0
Females with own children 6 to 17 years only,Female,163000,2005,0
Females with own children 6 to 17 years only,Female,149000,2005,0
Females with own children 6 to 17 years only,Female,140000,2005,0
Females with own children 6 to 17 years only,Female,135000,2005,0
Females with own children 6 to 17 years only,Female,130000,2005,0
Females with own children 6 to 17 years only,Female,127000,2005,0
Females with own children under 6 years and 6 to 17 years,Female,126000,2005,0
Females with own children 6 to 17 years only,Female,125200,2005,0
Females with own children 6 to 17 years only,Female,124000,2005,0
Females with own children 6 to 17 years only,Female,122300,2005,0
Females with own children 6 to 17 years only,Female,120000,2005,0
Females with own children under 6 years and 6 to 17 years,Female,120000,2005,0
Females with own children under 6 years and 6 to 17 years,Female,112000,2005,0
Females with own children under 6 years only,Female,109000,2005,0
Females with own children under 6 years and 6 to 17 years,Female,108000,2005,0
Females with own children 6 to 17 years only,Female,106000,2005,0
Females with own children 6 to 17 years only,Female,102500,2005,0
Females with own children 6 to 17 years only,Female,100000,2005,0
Females with own children 6 to 17 years only,Female,98000,2005,0
Females with own children 6 to 17 years only,Female,95000,2005,0
Females with own children under 6 years and 6 to 17 years,Female,95000,2005,0
Females with own children under 6 years and 6 to 17 years,Female,95000,2005,0
Females with own children under 6 years and 6 to 17 years,Female,90000,2005,0
Females with own children under 6 years and 6 to 17 years,Female,90000,2005,0
Females with own children under 6 years and 6 to 17 years,Female,90000,2005,0
Females with own children under 6 years and 6 to 17 years,Female,89000,2005,0
Females with own children under 6 years only,Female,89000,2005,0
Females with own children under 6 years and 6 to 17 years,Female,87800,2005,0
Females with own children 6 to 17 years only,Female,85150,2005,0
Females with own children 6 to 17 years only,Female,85000,2005,0
Females with own children 6 to 17 years only,Female,84000,2005,0
Females with own children 6 to 17 years only,Female,80000,2005,0
Females with own children 6 to 17 years only,Female,80000,2005,0
Females with own children under 6 years and 6 to 17 years,Female,80000,2005,0
Females with own children 6 to 17 years only,Female,80000,2005,0
Females with own children under 6 years only,Female,79000,2005,0
Females with own children under 6 years and 6 to 17 years,Female,79000,2005,0
Females with own children 6 to 17 years only,Female,78200,2005,0
Females with own children 6 to 17 years only,Female,76000,2005,0
Females with own children under 6 years and 6 to 17 years,Female,74800,2005,0
Females with own children 6 to 17 years only,Female,73000,2005,0
Females with own children 6 to 17 years only,Female,72300,2005,0
Females with own children 6 to 17 years only,Female,72000,2005,0
Females with own children 6 to 17 years only,Female,70000,2005,0
Females with own children 6 to 17 years only,Female,70000,2005,0
Females with own children 6 to 17 years only,Female,70000,2005,0
Females with own children 6 to 17 years only,Female,70000,2005,0
Females with own children 6 to 17 years only,Female,69000,2005,0
Females with own children under 6 years and 6 to 17 years,Female,69000,2005,0
Females with own children under 6 years and 6 to 17 years,Female,67000,2005,0
Females with own children 6 to 17 years only,Female,65000,2005,0
Females with own children 6 to 17 years only,Female,65000,2005,0
Females with own children 6 to 17 years only,Female,65000,2005,0
Females with own children 6 to 17 years only,Female,65000,2005,0
Females with own children under 6 years and 6 to 17 years,Female,65000,2005,0
Females with own children 6 to 17 years only,Female,65000,2005,0
Females with own children 6 to 17 years only,Female,62000,2005,0
Females with own children under 6 years and 6 to 17 years,Female,62000,2005,0
Females with own children under 6 years only,Female,62000,2005,0
Females with own children under 6 years and 6 to 17 years,Female,62000,2005,0
Females with own children 6 to 17 years only,Female,60000,2005,0
Females with own children 6 to 17 years only,Female,60000,2005,0
Females with own children 6 to 17 years only,Female,60000,2005,0
Females with own children 6 to 17 years only,Female,60000,2005,0
Females with own children 6 to 17 years only,Female,58700,2005,0
Females with own children 6 to 17 years only,Female,58000,2005,0
Females with own children 6 to 17 years only,Female,57300,2005,0
Females with own children 6 to 17 years only,Female,57000,2005,0
Females with own children 6 to 17 years only,Female,56000,2005,0
Females with own children 6 to 17 years only,Female,56000,2005,0
Females with own children under 6 years and 6 to 17 years,Female,56000,2005,0
Females with own children 6 to 17 years only,Female,56000,2005,0
Females with own children 6 to 17 years only,Female,56000,2005,0
Females with own children 6 to 17 years only,Female,55000,2005,0
Females with own children 6 to 17 years only,Female,55000,2005,0
Females with own children 6 to 17 years only,Female,55000,2005,0
Females with own children 6 to 17 years only,Female,54000,2005,0
Females with own children 6 to 17 years only,Female,53200,2005,0
Females with own children 6 to 17 years only,Female,52000,2005,0
Females with own children under 6 years and 6 to 17 years,Female,52000,2005,0
Females with own children under 6 years and 6 to 17 years,Female,50000,2005,0
Females with own children under 6 years and 6 to 17 years,Female,50000,2005,0
Females with own children under 6 years and 6 to 17 years,Female,50000,2005,0
Females with own children 6 to 17 years only,Female,50000,2005,0
Females with own children 6 to 17 years only,Female,50000,2005,0
Females with own children 6 to 17 years only,Female,48800,2005,0
Females with own children 6 to 17 years only,Female,48800,2005,0
Females with own children 6 to 17 years only,Female,48400,2005,0
Females with own children 6 to 17 years only,Female,48000,2005,0
Females with own children under 6 years only,Female,48000,2005,0
Females with own children under 6 years and 6 to 17 years,Female,47600,2005,0
Females with own children 6 to 17 years only,Female,47400,2005,0
Females with own children 6 to 17 years only,Female,46000,2005,0
Females with own children 6 to 17 years only,Female,45000,2005,0
Females with own children 6 to 17 years only,Female,45000,2005,0
Females with own children under 6 years and 6 to 17 years,Female,43200,2005,0
Females with own children 6 to 17 years only,Female,43000,2005,0
Females with own children 6 to 17 years only,Female,43000,2005,0
Females with own children 6 to 17 years only,Female,42000,2005,0
Females with own children 6 to 17 years only,Female,41400,2005,0
Females with own children under 6 years and 6 to 17 years,Female,41000,2005,0
Females with own children 6 to 17 years only,Female,40500,2005,0
Females with own children 6 to 17 years only,Female,40400,2005,0
Females with own children 6 to 17 years only,Female,40000,2005,0
Females with own children 6 to 17 years only,Female,40000,2005,0
Females with own children under 6 years and 6 to 17 years,Female,40000,2005,0
Females with own children under 6 years and 6 to 17 years,Female,40000,2005,0
Females with own children 6 to 17 years only,Female,39000,2005,0
Females with own children under 6 years and 6 to 17 years,Female,39000,2005,0
Females with own children 6 to 17 years only,Female,38900,2005,0
Females with own children under 6 years only,Female,38500,2005,0
Females with own children 6 to 17 years only,Female,38000,2005,0
Females with own children 6 to 17 years only,Female,37000,2005,0
Females with own children 6 to 17 years only,Female,37000,2005,0
Females with own children under 6 years and 6 to 17 years,Female,37000,2005,0
Females with own children 6 to 17 years only,Female,36000,2005,0
Females with own children 6 to 17 years only,Female,35800,2005,0
Females with own children 6 to 17 years only,Female,35000,2005,0
Females with own children under 6 years and 6 to 17 years,Female,35000,2005,0
Females with own children 6 to 17 years only,Female,35000,2005,0
Females with own children under 6 years and 6 to 17 years,Female,34500,2005,0
Females with own children 6 to 17 years only,Female,34100,2005,0
Females with own children 6 to 17 years only,Female,33300,2005,0
Females with own children under 6 years and 6 to 17 years,Female,33000,2005,0
Females with own children 6 to 17 years only,Female,33000,2005,0
Females with own children 6 to 17 years only,Female,32000,2005,0
Females with own children 6 to 17 years only,Female,32000,2005,0
Females with own children 6 to 17 years only,Female,32000,2005,0
Females with own children 6 to 17 years only,Female,32000,2005,0
Females with own children under 6 years and 6 to 17 years,Female,31300,2005,0
Females with own children under 6 years only,Female,31000,2005,0
Females with own children 6 to 17 years only,Female,30600,2005,0
Females with own children 6 to 17 years only,Female,30300,2005,0
Females with own children 6 to 17 years only,Female,30000,2005,0
Females with own children 6 to 17 years only,Female,30000,2005,0
Females with own children 6 to 17 years only,Female,30000,2005,0
Females with own children 6 to 17 years only,Female,30000,2005,0
Females with own children 6 to 17 years only,Female,29200,2005,0
Females with own children 6 to 17 years only,Female,29000,2005,0
Females with own children 6 to 17 years only,Female,28000,2005,0
Females with own children 6 to 17 years only,Female,27000,2005,0
Females with own children 6 to 17 years only,Female,26000,2005,0
Females with own children 6 to 17 years only,Female,26000,2005,0
Females with own children 6 to 17 years only,Female,25000,2005,0
Females with own children under 6 years and 6 to 17 years,Female,25000,2005,0
Females with own children 6 to 17 years only,Female,25000,2005,0
Females with own children 6 to 17 years only,Female,24800,2005,0
Females with own children under 6 years and 6 to 17 years,Female,23500,2005,0
Females with own children 6 to 17 years only,Female,23000,2005,0
Females with own children 6 to 17 years only,Female,23000,2005,0
Females with own children under 6 years and 6 to 17 years,Female,22700,2005,0
Females with own children 6 to 17 years only,Female,22000,2005,0
Females with own children 6 to 17 years only,Female,22000,2005,0
Females with own children 6 to 17 years only,Female,21000,2005,0
Females with own children under 6 years and 6 to 17 years,Female,21000,2005,0
Females with own children 6 to 17 years only,Female,20500,2005,0
Females with own children 6 to 17 years only,Female,20500,2005,0
Females with own children 6 to 17 years only,Female,20000,2005,0
Females with own children 6 to 17 years only,Female,20000,2005,0
Females with own children 6 to 17 years only,Female,20000,2005,0
Females with own children under 6 years and 6 to 17 years,Female,20000,2005,0
Females with own children 6 to 17 years only,Female,20000,2005,0
Females with own children 6 to 17 years only,Female,20000,2005,0
Females with own children 6 to 17 years only,Female,19000,2005,0
Females with own children 6 to 17 years only,Female,18200,2005,1600
Females with own children 6 to 17 years only,Female,18000,2005,0
Females with own children 6 to 17 years only,Female,18000,2005,0
Females with own children under 6 years and 6 to 17 years,Female,18000,2005,0
Females with own children 6 to 17 years only,Female,17800,2005,0
Females with own children under 6 years and 6 to 17 years,Female,17500,2005,0
Females with own children under 6 years and 6 to 17 years,Female,15500,2005,0
Females with own children 6 to 17 years only,Female,15000,2005,0
Females with own children 6 to 17 years only,Female,15000,2005,0
Females with own children 6 to 17 years only,Female,15000,2005,0
Females with own children 6 to 17 years only,Female,15000,2005,0
Females with own children 6 to 17 years only,Female,15000,2005,0
Females with own children 6 to 17 years only,Female,15000,2005,0
Females with own children 6 to 17 years only,Female,14800,2005,0
Females with own children under 6 years and 6 to 17 years,Female,13000,2005,0
Females with own children 6 to 17 years only,Female,13000,2005,0
Females with own children under 6 years only,Female,12900,2005,4000
Females with own children 6 to 17 years only,Female,12000,2005,0
Females with own children 6 to 17 years only,Female,12000,2005,0
Females with own children 6 to 17 years only,Female,12000,2005,0
Females with own children under 6 years and 6 to 17 years,Female,12000,2005,0
Females with own children 6 to 17 years only,Female,12000,2005,0
Females with own children 6 to 17 years only,Female,11300,2005,0
Females with own children 6 to 17 years only,Female,11000,2005,0
Females with own children 6 to 17 years only,Female,11000,2005,0
Females with own children under 6 years and 6 to 17 years,Female,10300,2005,0
Females with own children under 6 years and 6 to 17 years,Female,10000,2005,0
Females with own children 6 to 17 years only,Female,10000,2005,0
Females with own children 6 to 17 years only,Female,9600,2005,0
Females with own children 6 to 17 years only,Female,9600,2005,0
Females with own children under 6 years and 6 to 17 years,Female,9000,2005,0
Females with own children 6 to 17 years only,Female,9000,2005,0
Females with own children 6 to 17 years only,Female,8500,2005,0
Females with own children 6 to 17 years only,Female,8400,2005,0
Females with own children under 6 years and 6 to 17 years,Female,8000,2005,0
Females with own children 6 to 17 years only,Female,8000,2005,0
Females with own children 6 to 17 years only,Female,8000,2005,0
Females with own children 6 to 17 years only,Female,7800,2005,0
Females with own children 6 to 17 years only,Female,7300,2005,0
Females with own children 6 to 17 years only,Female,7200,2005,0
Females with own children under 6 years and 6 to 17 years,Female,7000,2005,0
Females with own children 6 to 17 years only,Female,6300,2005,0
Females with own children 6 to 17 years only,Female,6040,2005,0
Females with own children 6 to 17 years only,Female,6000,2005,0
Females with own children 6 to 17 years only,Female,6000,2005,0
Females with own children 6 to 17 years only,Female,6000,2005,0
Females with own children 6 to 17 years only,Female,6000,2005,0
Females with own children 6 to 17 years only,Female,5500,2005,0
Females with own children 6 to 17 years only,Female,5400,2005,0
Females with own children 6 to 17 years only,Female,5000,2005,0
Females with own children under 6 years only,Female,4500,2005,4500
Females with own children 6 to 17 years only,Female,4500,2005,0
Females with own children 6 to 17 years only,Female,4500,2005,0
Females with own children under 6 years and 6 to 17 years,Female,4400,2005,0
Females with own children under 6 years and 6 to 17 years,Female,4100,2005,0
Females with own children 6 to 17 years only,Female,4000,2005,0
Females with own children 6 to 17 years only,Female,3900,2005,0
Females with own children 6 to 17 years only,Female,3000,2005,0
Females with own children under 6 years and 6 to 17 years,Female,3000,2005,0
Females with own children 6 to 17 years only,Female,3000,2005,0
Females with own children under 6 years and 6 to 17 years,Female,2800,2005,0
Females with own children 6 to 17 years only,Female,2300,2005,0
Females with own children under 6 years and 6 to 17 years,Female,2200,2005,2200
Females with own children 6 to 17 years only,Female,2000,2005,0
Females with own children under 6 years and 6 to 17 years,Female,2000,2005,0
Females with own children under 6 years and 6 to 17 years,Female,2000,2005,0
Females with own children under 6 years and 6 to 17 years,Female,2000,2005,0
Females with own children under 6 years only,Female,2000,2005,0
Females with own children 6 to 17 years only,Female,2000,2005,0
Females with own children 6 to 17 years only,Female,1500,2005,0
Females with own children 6 to 17 years only,Female,1000,2005,0
Females with own children under 6 years and 6 to 17 years,Female,700,2005,0
Females with own children 6 to 17 years only,Female,600,2005,0
Females with own children under 6 years and 6 to 17 years,Female,560,2005,0
Females with own children under 6 years and 6 to 17 years,Female,530,2005,0
Females with own children under 6 years and 6 to 17 years,Female,460,2005,0
Females with own children under 6 years only,Female,190,2005,0
Females with own children 6 to 17 years only,Female,50,2005,0
Females with own children 6 to 17 years only,Female,50,2005,0
Females with own children under 6 years and 6 to 17 years,Female,40,2005,0
Females with own children 6 to 17 years only,Female,20,2005,0
Females with own children under 6 years and 6 to 17 years,Female,20,2005,0
Females with own children 6 to 17 years only,Female,20,2005,0
Females with own children 6 to 17 years only,Female,10,2005,0
Females with own children 6 to 17 years only,Female,4,2005,0
